field_1,field_2,field_3,field_4,dtime
273.5081,82.3912,34.5422,"2",9/30/1988 13:11:39 (W. Europe Daylight Time)
273.52013,82.391,34.524,"3",9/30/1988 13:28:59 (W. Europe Daylight Time)
273.52199,82.3917,34.526,"2",9/30/1988 13:31:39 (W. Europe Daylight Time)
273.52288,82.3923,34.5293,"0",9/30/1988 13:32:56 (W. Europe Daylight Time)
273.56123,82.3905,34.5635,"2",9/30/1988 14:28:10 (W. Europe Daylight Time)
273.56388,82.3902,34.5665,"3",9/30/1988 14:31:59 (W. Europe Daylight Time)
273.58054,82.3903,34.5357,"3",9/30/1988 14:55:58 (W. Europe Daylight Time)
273.58345,82.3922,34.5347,"2",9/30/1988 15:00:10 (W. Europe Daylight Time)
273.59929,82.3902,34.5528,"3",9/30/1988 15:22:58 (W. Europe Daylight Time)
273.60046,82.3903,34.5207,"2",9/30/1988 15:24:39 (W. Europe Daylight Time)
273.63471,82.3895,34.5597,"3",9/30/1988 16:13:58 (W. Europe Daylight Time)
273.65763,82.3887,34.5432,"3",9/30/1988 16:46:59 (W. Europe Daylight Time)
273.69513,82.3877,34.5857,"3",9/30/1988 17:40:59 (W. Europe Daylight Time)
273.70971,82.3873,34.5677,"3",9/30/1988 18:01:58 (W. Europe Daylight Time)
273.75255,82.3872,34.5493,"2",9/30/1988 19:03:40 (W. Europe Daylight Time)
273.76596,82.3867,34.5757,"3",9/30/1988 19:22:58 (W. Europe Daylight Time)
273.76956,82.3872,34.5763,"2",9/30/1988 19:28:09 (W. Europe Daylight Time)
273.78471,82.3863,34.561,"3",9/30/1988 19:49:58 (W. Europe Daylight Time)
273.78623,82.386,34.5602,"2",9/30/1988 19:52:10 (W. Europe Daylight Time)
273.82638,82.3865,34.5823,"3",9/30/1988 20:49:59 (W. Europe Daylight Time)
273.84284,82.3865,34.5788,"2",9/30/1988 21:13:41 (W. Europe Daylight Time)
273.84513,82.3862,34.5788,"3",9/30/1988 21:16:59 (W. Europe Daylight Time)
273.86228,82.3857,34.5522,"2",9/30/1988 21:41:40 (W. Europe Daylight Time)
273.86388,82.386,34.5553,"3",9/30/1988 21:43:59 (W. Europe Daylight Time)
273.88172,82.3862,34.5887,"2",9/30/1988 22:09:40 (W. Europe Daylight Time)
273.91596,82.3857,34.564,"3",9/30/1988 22:58:58 (W. Europe Daylight Time)
273.92443,82.3855,34.5637,"2",9/30/1988 23:11:10 (W. Europe Daylight Time)
273.95138,82.3877,34.5753,"3",9/30/1988 23:49:59 (W. Europe Daylight Time)
273.95568,82.387,34.5858,"2",9/30/1988 23:56:10 (W. Europe Daylight Time)
273.99456,82.388,34.5543,"2",10/1/1988 00:52:09 (W. Europe Daylight Time)
274.0022,82.3882,34.5527,"2",10/1/1988 01:03:10 (W. Europe Daylight Time)
274.02638,82.3887,34.5558,"3",10/1/1988 01:37:59 (W. Europe Daylight Time)
274.04096,82.3883,34.5603,"3",10/1/1988 01:58:58 (W. Europe Daylight Time)
274.04282,82.3887,34.5607,"2",10/1/1988 02:01:39 (W. Europe Daylight Time)
274.05138,82.3893,34.5597,"3",10/1/1988 02:13:59 (W. Europe Daylight Time)
274.05394,82.3898,34.5592,"2",10/1/1988 02:17:40 (W. Europe Daylight Time)
274.08471,82.3883,34.5648,"3",10/1/1988 03:01:58 (W. Europe Daylight Time)
274.08728,82.3888,34.5615,"2",10/1/1988 03:05:40 (W. Europe Daylight Time)
274.09929,82.3885,34.5543,"3",10/1/1988 03:22:58 (W. Europe Daylight Time)
274.10117,82.3883,34.552,"2",10/1/1988 03:25:41 (W. Europe Daylight Time)
274.11388,82.3883,34.557,"3",10/1/1988 03:43:59 (W. Europe Daylight Time)
274.11506,82.3883,34.5505,"2",10/1/1988 03:45:41 (W. Europe Daylight Time)
274.12895,82.3888,34.55,"2",10/1/1988 04:05:41 (W. Europe Daylight Time)
274.14562,82.3883,34.5735,"2",10/1/1988 04:29:41 (W. Europe Daylight Time)
274.16179,82.3872,34.5612,"3",10/1/1988 04:52:58 (W. Europe Daylight Time)
274.16507,82.3875,34.5598,"2",10/1/1988 04:57:42 (W. Europe Daylight Time)
274.17221,82.3892,34.5567,"3",10/1/1988 05:07:58 (W. Europe Daylight Time)
274.18054,82.387,34.564,"3",10/1/1988 05:19:58 (W. Europe Daylight Time)
274.18451,82.388,34.5635,"2",10/1/1988 05:25:41 (W. Europe Daylight Time)
274.19304,82.3868,34.559,"3",10/1/1988 05:37:58 (W. Europe Daylight Time)
274.1984,82.3872,34.5575,"2",10/1/1988 05:45:41 (W. Europe Daylight Time)
274.21804,82.3865,34.5692,"3",10/1/1988 06:13:58 (W. Europe Daylight Time)
274.22064,82.3865,34.568,"2",10/1/1988 06:17:43 (W. Europe Daylight Time)
274.2439,82.387,34.5615,"2",10/1/1988 06:51:12 (W. Europe Daylight Time)
274.24513,82.3875,34.5552,"3",10/1/1988 06:52:59 (W. Europe Daylight Time)
274.25763,82.3862,34.5607,"3",10/1/1988 07:10:59 (W. Europe Daylight Time)
274.26091,82.387,34.5622,"2",10/1/1988 07:15:42 (W. Europe Daylight Time)
274.27758,82.387,34.5755,"2",10/1/1988 07:39:42 (W. Europe Daylight Time)
274.27847,82.3867,34.5788,"3",10/1/1988 07:40:59 (W. Europe Daylight Time)
274.29513,82.3868,34.569,"3",10/1/1988 08:04:59 (W. Europe Daylight Time)
274.29737,82.3858,34.5645,"2",10/1/1988 08:08:12 (W. Europe Daylight Time)
274.31079,82.3867,34.5565,"0",10/1/1988 08:27:32 (W. Europe Daylight Time)
274.31388,82.3865,34.5568,"3",10/1/1988 08:31:59 (W. Europe Daylight Time)
274.31994,82.3867,34.5555,"2",10/1/1988 08:40:42 (W. Europe Daylight Time)
274.34722,82.388,34.5652,"0",10/1/1988 09:19:59 (W. Europe Daylight Time)
274.35138,82.3878,34.5657,"3",10/1/1988 09:25:59 (W. Europe Daylight Time)
274.35605,82.3882,34.5655,"2",10/1/1988 09:32:42 (W. Europe Daylight Time)
274.3755,82.3878,34.5518,"2",10/1/1988 10:00:43 (W. Europe Daylight Time)
274.37638,82.3873,34.5523,"3",10/1/1988 10:01:59 (W. Europe Daylight Time)
274.38709,82.3872,34.5247,"0",10/1/1988 10:17:24 (W. Europe Daylight Time)
274.39721,82.3877,34.5718,"3",10/1/1988 10:31:58 (W. Europe Daylight Time)
274.43054,82.3902,34.5443,"3",10/1/1988 11:19:58 (W. Europe Daylight Time)
274.4314,82.3878,34.5525,"2",10/1/1988 11:21:12 (W. Europe Daylight Time)
274.45084,82.3893,34.5355,"2",10/1/1988 11:49:12 (W. Europe Daylight Time)
274.45138,82.3892,34.5363,"3",10/1/1988 11:49:59 (W. Europe Daylight Time)
274.47341,82.3903,34.5443,"2",10/1/1988 12:21:42 (W. Europe Daylight Time)
274.48054,82.3898,34.5435,"3",10/1/1988 12:31:58 (W. Europe Daylight Time)
274.49304,82.3892,34.5592,"3",10/1/1988 12:49:58 (W. Europe Daylight Time)
274.49598,82.3898,34.5608,"2",10/1/1988 12:54:12 (W. Europe Daylight Time)
274.50347,82.3908,34.5242,"3",10/1/1988 13:04:59 (W. Europe Daylight Time)
274.50709,82.3915,34.5232,"2",10/1/1988 13:10:12 (W. Europe Daylight Time)
274.54513,82.3903,34.5457,"3",10/1/1988 14:04:59 (W. Europe Daylight Time)
274.54634,82.3907,34.5445,"2",10/1/1988 14:06:43 (W. Europe Daylight Time)
274.55346,82.3937,34.5137,"3",10/1/1988 14:16:58 (W. Europe Daylight Time)
274.55744,82.3948,34.5127,"2",10/1/1988 14:22:42 (W. Europe Daylight Time)
274.56855,82.3922,34.52,"2",10/1/1988 14:38:42 (W. Europe Daylight Time)
274.57013,82.3915,34.53,"3",10/1/1988 14:40:59 (W. Europe Daylight Time)
274.57639,82.3935,34.5062,"0",10/1/1988 14:50:00 (W. Europe Daylight Time)
274.58054,82.3937,34.5062,"3",10/1/1988 14:55:58 (W. Europe Daylight Time)
274.58522,82.3938,34.5032,"2",10/1/1988 15:02:43 (W. Europe Daylight Time)
274.61316,82.393,34.5115,"0",10/1/1988 15:42:57 (W. Europe Daylight Time)
274.62013,82.3927,34.5118,"3",10/1/1988 15:52:59 (W. Europe Daylight Time)
274.62169,82.3932,34.5103,"2",10/1/1988 15:55:14 (W. Europe Daylight Time)
274.62846,82.3945,34.5092,"3",10/1/1988 16:04:58 (W. Europe Daylight Time)
274.63557,82.3943,34.5245,"2",10/1/1988 16:15:13 (W. Europe Daylight Time)
274.63571,82.3928,34.5122,"0",10/1/1988 16:15:25 (W. Europe Daylight Time)
274.64304,82.393,34.513,"3",10/1/1988 16:25:58 (W. Europe Daylight Time)
274.67638,82.3935,34.5228,"3",10/1/1988 17:13:59 (W. Europe Daylight Time)
274.67758,82.3935,34.5232,"2",10/1/1988 17:15:42 (W. Europe Daylight Time)
274.69461,82.393,34.4937,"2",10/1/1988 17:40:14 (W. Europe Daylight Time)
274.69721,82.393,34.4963,"3",10/1/1988 17:43:58 (W. Europe Daylight Time)
274.70554,82.394,34.4933,"3",10/1/1988 17:55:58 (W. Europe Daylight Time)
274.71161,82.394,34.5058,"2",10/1/1988 18:04:43 (W. Europe Daylight Time)
274.71804,82.3927,34.497,"3",10/1/1988 18:13:58 (W. Europe Daylight Time)
274.74929,82.3913,34.5023,"3",10/1/1988 18:58:58 (W. Europe Daylight Time)
274.75431,82.3918,34.5008,"2",10/1/1988 19:06:12 (W. Europe Daylight Time)
274.77097,82.3915,34.4813,"2",10/1/1988 19:30:11 (W. Europe Daylight Time)
274.78486,82.3905,34.484,"2",10/1/1988 19:50:11 (W. Europe Daylight Time)
274.78679,82.3915,34.4652,"3",10/1/1988 19:52:58 (W. Europe Daylight Time)
274.80763,82.3907,34.4983,"3",10/1/1988 20:22:59 (W. Europe Daylight Time)
274.80986,82.3915,34.4908,"2",10/1/1988 20:26:11 (W. Europe Daylight Time)
274.82429,82.3902,34.4755,"3",10/1/1988 20:46:58 (W. Europe Daylight Time)
274.82931,82.3903,34.4737,"2",10/1/1988 20:54:12 (W. Europe Daylight Time)
274.84304,82.3915,34.4617,"3",10/1/1988 21:13:58 (W. Europe Daylight Time)
274.84597,82.3917,34.4618,"2",10/1/1988 21:18:11 (W. Europe Daylight Time)
274.85763,82.3907,34.4568,"3",10/1/1988 21:34:59 (W. Europe Daylight Time)
274.85986,82.391,34.4543,"2",10/1/1988 21:38:11 (W. Europe Daylight Time)
274.88471,82.3903,34.4647,"3",10/1/1988 22:13:58 (W. Europe Daylight Time)
274.88486,82.3912,34.4602,"2",10/1/1988 22:14:11 (W. Europe Daylight Time)
274.89931,82.3902,34.4453,"3",10/1/1988 22:35:00 (W. Europe Daylight Time)
274.90153,82.3907,34.4443,"2",10/1/1988 22:38:12 (W. Europe Daylight Time)
274.92221,82.3912,34.4547,"3",10/1/1988 23:07:58 (W. Europe Daylight Time)
274.93208,82.3918,34.4258,"2",10/1/1988 23:22:11 (W. Europe Daylight Time)
274.93679,82.3923,34.4463,"3",10/1/1988 23:28:58 (W. Europe Daylight Time)
274.95764,82.3912,34.4272,"3",10/1/1988 23:59:00 (W. Europe Daylight Time)
274.95986,82.3922,34.4262,"2",10/2/1988 00:02:11 (W. Europe Daylight Time)
274.97429,82.3917,34.401,"3",10/2/1988 00:22:58 (W. Europe Daylight Time)
274.97653,82.3922,34.4035,"2",10/2/1988 00:26:12 (W. Europe Daylight Time)
275.00465,82.3923,34.3898,"2",10/2/1988 01:06:41 (W. Europe Daylight Time)
275.01179,82.3947,34.4107,"3",10/2/1988 01:16:58 (W. Europe Daylight Time)
275.01611,82.3935,34.4072,"2",10/2/1988 01:23:11 (W. Europe Daylight Time)
275.03263,82.3933,34.3833,"3",10/2/1988 01:46:59 (W. Europe Daylight Time)
275.03625,82.3943,34.3827,"2",10/2/1988 01:52:12 (W. Europe Daylight Time)
275.07631,82.395,34.3915,"0",10/2/1988 02:49:53 (W. Europe Daylight Time)
275.10376,82.3945,34.3467,"0",10/2/1988 03:29:24 (W. Europe Daylight Time)
275.1116,82.3945,34.3427,"2",10/2/1988 03:40:42 (W. Europe Daylight Time)
275.11179,82.3937,34.3352,"3",10/2/1988 03:40:58 (W. Europe Daylight Time)
275.14721,82.3958,34.338,"3",10/2/1988 04:31:58 (W. Europe Daylight Time)
275.15917,82.3938,34.3608,"2",10/2/1988 04:49:12 (W. Europe Daylight Time)
275.15971,82.394,34.3597,"3",10/2/1988 04:49:58 (W. Europe Daylight Time)
275.20138,82.3947,34.3518,"3",10/2/1988 05:49:59 (W. Europe Daylight Time)
275.20397,82.3948,34.3495,"2",10/2/1988 05:53:43 (W. Europe Daylight Time)
275.20971,82.3917,34.3163,"3",10/2/1988 06:01:58 (W. Europe Daylight Time)
275.22429,82.392,34.3342,"3",10/2/1988 06:22:58 (W. Europe Daylight Time)
275.22654,82.392,34.3313,"2",10/2/1988 06:26:13 (W. Europe Daylight Time)
275.23679,82.3907,34.319,"3",10/2/1988 06:40:58 (W. Europe Daylight Time)
275.24078,82.3903,34.3173,"2",10/2/1988 06:46:43 (W. Europe Daylight Time)
275.25483,82.3918,34.3475,"0",10/2/1988 07:06:57 (W. Europe Daylight Time)
275.27427,82.3903,34.326,"0",10/2/1988 07:34:56 (W. Europe Daylight Time)
275.28244,82.3902,34.3248,"2",10/2/1988 07:46:42 (W. Europe Daylight Time)
275.30138,82.3892,34.3122,"3",10/2/1988 08:13:59 (W. Europe Daylight Time)
275.30189,82.389,34.3103,"2",10/2/1988 08:14:43 (W. Europe Daylight Time)
275.31179,82.3895,34.2918,"3",10/2/1988 08:28:58 (W. Europe Daylight Time)
275.33679,82.389,34.3148,"3",10/2/1988 09:04:58 (W. Europe Daylight Time)
275.338,82.3885,34.3158,"2",10/2/1988 09:06:43 (W. Europe Daylight Time)
275.35074,82.3888,34.3028,"0",10/2/1988 09:25:03 (W. Europe Daylight Time)
275.35763,82.3887,34.2987,"3",10/2/1988 09:34:59 (W. Europe Daylight Time)
275.36022,82.3887,34.3005,"2",10/2/1988 09:38:43 (W. Europe Daylight Time)
275.37083,82.3878,34.2788,"0",10/2/1988 09:53:59 (W. Europe Daylight Time)
275.37846,82.388,34.2782,"3",10/2/1988 10:04:58 (W. Europe Daylight Time)
275.37966,82.3877,34.2747,"2",10/2/1988 10:06:42 (W. Europe Daylight Time)
275.41179,82.3873,34.289,"3",10/2/1988 10:52:58 (W. Europe Daylight Time)
275.41578,82.3863,34.2838,"2",10/2/1988 10:58:43 (W. Europe Daylight Time)
275.43056,82.3862,34.2718,"3",10/2/1988 11:20:00 (W. Europe Daylight Time)
275.4335,82.3862,34.2715,"2",10/2/1988 11:24:14 (W. Europe Daylight Time)
275.46388,82.3842,34.296,"3",10/2/1988 12:07:59 (W. Europe Daylight Time)
275.46439,82.3847,34.2868,"2",10/2/1988 12:08:43 (W. Europe Daylight Time)
275.49096,82.385,34.2548,"3",10/2/1988 12:46:58 (W. Europe Daylight Time)
275.50535,82.3847,34.2575,"2",10/2/1988 13:07:42 (W. Europe Daylight Time)
275.52638,82.3832,34.2702,"3",10/2/1988 13:37:59 (W. Europe Daylight Time)
275.53069,82.3837,34.2595,"2",10/2/1988 13:44:11 (W. Europe Daylight Time)
275.53679,82.3843,34.2488,"3",10/2/1988 13:52:58 (W. Europe Daylight Time)
275.54181,82.3848,34.2442,"2",10/2/1988 14:00:12 (W. Europe Daylight Time)
275.56596,82.3823,34.2272,"3",10/2/1988 14:34:58 (W. Europe Daylight Time)
275.56716,82.382,34.2225,"2",10/2/1988 14:36:42 (W. Europe Daylight Time)
275.57402,82.3827,34.232,"0",10/2/1988 14:46:35 (W. Europe Daylight Time)
275.58054,82.3835,34.2312,"3",10/2/1988 14:55:58 (W. Europe Daylight Time)
275.58382,82.3823,34.2288,"2",10/2/1988 15:00:42 (W. Europe Daylight Time)
275.59755,82.3815,34.2172,"0",10/2/1988 15:20:28 (W. Europe Daylight Time)
275.60138,82.3808,34.221,"3",10/2/1988 15:25:59 (W. Europe Daylight Time)
275.60604,82.3812,34.2137,"2",10/2/1988 15:32:41 (W. Europe Daylight Time)
275.63644,82.381,34.1963,"0",10/2/1988 16:16:28 (W. Europe Daylight Time)
275.65138,82.3802,34.1962,"3",10/2/1988 16:37:59 (W. Europe Daylight Time)
275.66194,82.3802,34.1967,"2",10/2/1988 16:53:11 (W. Europe Daylight Time)
275.67896,82.3798,34.1847,"2",10/2/1988 17:17:42 (W. Europe Daylight Time)
275.68054,82.3793,34.1875,"3",10/2/1988 17:19:58 (W. Europe Daylight Time)
275.75138,82.3773,34.1862,"3",10/2/1988 19:01:59 (W. Europe Daylight Time)
275.75396,82.3777,34.1873,"2",10/2/1988 19:05:42 (W. Europe Daylight Time)
275.79096,82.3758,34.2002,"3",10/2/1988 19:58:58 (W. Europe Daylight Time)
275.79597,82.376,34.195,"2",10/2/1988 20:06:11 (W. Europe Daylight Time)
275.80971,82.3797,34.1935,"3",10/2/1988 20:25:58 (W. Europe Daylight Time)
275.81264,82.3748,34.192,"2",10/2/1988 20:30:12 (W. Europe Daylight Time)
275.82965,82.3758,34.1905,"2",10/2/1988 20:54:41 (W. Europe Daylight Time)
275.83054,82.3765,34.1962,"3",10/2/1988 20:55:58 (W. Europe Daylight Time)
275.86596,82.3727,34.2033,"3",10/2/1988 21:46:58 (W. Europe Daylight Time)
275.86958,82.3722,34.2027,"2",10/2/1988 21:52:11 (W. Europe Daylight Time)
275.90196,82.3725,34.2013,"0",10/2/1988 22:38:49 (W. Europe Daylight Time)
275.94304,82.3698,34.2088,"3",10/2/1988 23:37:58 (W. Europe Daylight Time)
275.94458,82.3692,34.2103,"2",10/2/1988 23:40:11 (W. Europe Daylight Time)
276.00744,82.3667,34.2172,"2",10/3/1988 01:10:42 (W. Europe Daylight Time)
276.01596,82.3688,34.207,"3",10/3/1988 01:22:58 (W. Europe Daylight Time)
276.01925,82.3688,34.2058,"2",10/3/1988 01:27:43 (W. Europe Daylight Time)
276.02846,82.369,34.2173,"3",10/3/1988 01:40:58 (W. Europe Daylight Time)
276.03348,82.3678,34.2208,"2",10/3/1988 01:48:12 (W. Europe Daylight Time)
276.05138,82.3683,34.2258,"3",10/3/1988 02:13:59 (W. Europe Daylight Time)
276.05605,82.3683,34.2285,"2",10/3/1988 02:20:42 (W. Europe Daylight Time)
276.10138,82.3672,34.2225,"3",10/3/1988 03:25:59 (W. Europe Daylight Time)
276.1064,82.3668,34.2235,"2",10/3/1988 03:33:12 (W. Europe Daylight Time)
276.12846,82.3663,34.2347,"3",10/3/1988 04:04:58 (W. Europe Daylight Time)
276.13175,82.3663,34.2318,"2",10/3/1988 04:09:43 (W. Europe Daylight Time)
276.16508,82.3652,34.227,"2",10/3/1988 04:57:42 (W. Europe Daylight Time)
276.17638,82.3652,34.2362,"3",10/3/1988 05:13:59 (W. Europe Daylight Time)
276.17897,82.3645,34.2342,"2",10/3/1988 05:17:43 (W. Europe Daylight Time)
276.18888,82.3642,34.2442,"3",10/3/1988 05:31:59 (W. Europe Daylight Time)
276.19286,82.3637,34.247,"2",10/3/1988 05:37:43 (W. Europe Daylight Time)
276.20953,82.3623,34.2485,"2",10/3/1988 06:01:43 (W. Europe Daylight Time)
276.20971,82.3617,34.2537,"3",10/3/1988 06:01:58 (W. Europe Daylight Time)
276.26179,82.3592,34.2682,"3",10/3/1988 07:16:58 (W. Europe Daylight Time)
276.26612,82.3592,34.2692,"2",10/3/1988 07:23:12 (W. Europe Daylight Time)
276.32013,82.3573,34.3068,"3",10/3/1988 08:40:59 (W. Europe Daylight Time)
276.32203,82.357,34.3095,"2",10/3/1988 08:43:43 (W. Europe Daylight Time)
276.33888,82.3555,34.297,"3",10/3/1988 09:07:59 (W. Europe Daylight Time)
276.34425,82.3563,34.3027,"2",10/3/1988 09:15:43 (W. Europe Daylight Time)
276.38471,82.3538,34.335,"3",10/3/1988 10:13:58 (W. Europe Daylight Time)
276.38591,82.3532,34.3417,"2",10/3/1988 10:15:42 (W. Europe Daylight Time)
276.39703,82.354,34.335,"2",10/3/1988 10:31:43 (W. Europe Daylight Time)
276.39721,82.3532,34.3343,"3",10/3/1988 10:31:58 (W. Europe Daylight Time)
276.41596,82.352,34.3243,"3",10/3/1988 10:58:58 (W. Europe Daylight Time)
276.41925,82.3527,34.3313,"2",10/3/1988 11:03:43 (W. Europe Daylight Time)
276.45179,82.3505,34.3427,"0",10/3/1988 11:50:34 (W. Europe Daylight Time)
276.45763,82.3497,34.3502,"3",10/3/1988 11:58:59 (W. Europe Daylight Time)
276.46127,82.35,34.3458,"2",10/3/1988 12:04:13 (W. Europe Daylight Time)
276.47013,82.3493,34.3433,"3",10/3/1988 12:16:59 (W. Europe Daylight Time)
276.47516,82.35,34.3468,"2",10/3/1988 12:24:13 (W. Europe Daylight Time)
276.48888,82.3482,34.33,"3",10/3/1988 12:43:59 (W. Europe Daylight Time)
276.49287,82.3487,34.3408,"2",10/3/1988 12:49:43 (W. Europe Daylight Time)
276.50346,82.3483,34.3827,"3",10/3/1988 13:04:58 (W. Europe Daylight Time)
276.50641,82.3485,34.385,"2",10/3/1988 13:09:13 (W. Europe Daylight Time)
276.52846,82.3478,34.374,"3",10/3/1988 13:40:58 (W. Europe Daylight Time)
276.53454,82.3477,34.3782,"2",10/3/1988 13:49:44 (W. Europe Daylight Time)
276.54929,82.346,34.3747,"3",10/3/1988 14:10:58 (W. Europe Daylight Time)
276.5512,82.3467,34.3823,"2",10/3/1988 14:13:43 (W. Europe Daylight Time)
276.57846,82.3455,34.4163,"3",10/3/1988 14:52:58 (W. Europe Daylight Time)
276.58154,82.3223,34.562,"0",10/3/1988 14:57:25 (W. Europe Daylight Time)
276.58176,82.3452,34.4132,"2",10/3/1988 14:57:44 (W. Europe Daylight Time)
276.59968,82.3445,34.4108,"0",10/3/1988 15:23:32 (W. Europe Daylight Time)
276.60554,82.3442,34.409,"3",10/3/1988 15:31:58 (W. Europe Daylight Time)
276.60676,82.3442,34.4138,"2",10/3/1988 15:33:44 (W. Europe Daylight Time)
276.64097,82.3418,34.4548,"3",10/3/1988 16:22:59 (W. Europe Daylight Time)
276.64565,82.3418,34.4548,"2",10/3/1988 16:29:44 (W. Europe Daylight Time)
276.67638,82.341,34.4308,"3",10/3/1988 17:13:59 (W. Europe Daylight Time)
276.68177,82.342,34.4458,"2",10/3/1988 17:21:44 (W. Europe Daylight Time)
276.71596,82.3395,34.4695,"3",10/3/1988 18:10:58 (W. Europe Daylight Time)
276.721,82.339,34.4745,"2",10/3/1988 18:18:14 (W. Europe Daylight Time)
276.77429,82.3362,34.4958,"3",10/3/1988 19:34:58 (W. Europe Daylight Time)
276.77759,82.3362,34.494,"2",10/3/1988 19:39:43 (W. Europe Daylight Time)
276.79096,82.3352,34.4963,"3",10/3/1988 19:58:58 (W. Europe Daylight Time)
276.79704,82.3342,34.4997,"2",10/3/1988 20:07:44 (W. Europe Daylight Time)
276.80554,82.3335,34.5058,"3",10/3/1988 20:19:58 (W. Europe Daylight Time)
276.81093,82.333,34.504,"2",10/3/1988 20:27:44 (W. Europe Daylight Time)
276.85295,82.3305,34.5195,"2",10/3/1988 21:28:14 (W. Europe Daylight Time)
276.85346,82.3308,34.5185,"3",10/3/1988 21:28:58 (W. Europe Daylight Time)
276.86596,82.3303,34.5163,"3",10/3/1988 21:46:58 (W. Europe Daylight Time)
276.87238,82.3292,34.517,"2",10/3/1988 21:56:13 (W. Europe Daylight Time)
276.87846,82.3298,34.5202,"3",10/3/1988 22:04:58 (W. Europe Daylight Time)
276.88627,82.3285,34.5177,"2",10/3/1988 22:16:13 (W. Europe Daylight Time)
276.89281,82.3283,34.5305,"0",10/3/1988 22:25:38 (W. Europe Daylight Time)
276.90016,82.328,34.5333,"2",10/3/1988 22:36:13 (W. Europe Daylight Time)
276.94096,82.3267,34.525,"3",10/3/1988 23:34:58 (W. Europe Daylight Time)
276.94738,82.3258,34.5203,"2",10/3/1988 23:44:13 (W. Europe Daylight Time)
276.96804,82.3257,34.5305,"3",10/4/1988 00:13:58 (W. Europe Daylight Time)
276.97273,82.325,34.5333,"2",10/4/1988 00:20:43 (W. Europe Daylight Time)
276.99513,82.3245,34.524,"3",10/4/1988 00:52:59 (W. Europe Daylight Time)
276.9967,82.324,34.5375,"2",10/4/1988 00:55:14 (W. Europe Daylight Time)
277.02222,82.3238,34.525,"3",10/4/1988 01:31:59 (W. Europe Daylight Time)
277.02759,82.3232,34.5238,"2",10/4/1988 01:39:43 (W. Europe Daylight Time)
277.03679,82.3233,34.5303,"3",10/4/1988 01:52:58 (W. Europe Daylight Time)
277.04704,82.3223,34.5158,"2",10/4/1988 02:07:44 (W. Europe Daylight Time)
277.07182,82.325,34.5337,"0",10/4/1988 02:43:25 (W. Europe Daylight Time)
277.07204,82.322,34.5103,"2",10/4/1988 02:43:44 (W. Europe Daylight Time)
277.10138,82.3232,34.5103,"3",10/4/1988 03:25:59 (W. Europe Daylight Time)
277.10259,82.3228,34.5085,"2",10/4/1988 03:27:43 (W. Europe Daylight Time)
277.11597,82.3222,34.5088,"3",10/4/1988 03:46:59 (W. Europe Daylight Time)
277.11684,82.3218,34.5088,"2",10/4/1988 03:48:14 (W. Europe Daylight Time)
277.14096,82.3217,34.496,"3",10/4/1988 04:22:58 (W. Europe Daylight Time)
277.14495,82.322,34.4943,"2",10/4/1988 04:28:43 (W. Europe Daylight Time)
277.14706,82.3222,34.4873,"0",10/4/1988 04:31:45 (W. Europe Daylight Time)
277.16804,82.3213,34.5075,"3",10/4/1988 05:01:58 (W. Europe Daylight Time)
277.17344,82.3213,34.5058,"2",10/4/1988 05:09:45 (W. Europe Daylight Time)
277.1908,82.2667,34.5338,"2",10/4/1988 05:34:45 (W. Europe Daylight Time)
277.21388,82.3205,34.4802,"3",10/4/1988 06:07:59 (W. Europe Daylight Time)
